Tipo,Casa,Preço,Destaque,Link,Área (m²),Quartos,Banheiros,UF
Casa à venda,Vendo 3 Casas E1 Salão Guarulhos Investidores Próx Av Sal,468000,Sim,https://casa.mercadolivre.com.br/MLB-3922720211-vendo-3-casas-e1-salo-guarulhos-investidores-prox-av-sal-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,200.0,10,3, São Paulo
Casa à venda,Casa Terrea Mobiliada-piscina Aquecida - Riviera De Sta.cristina Xiii - Oportunidade,1250000,Sim,https://casa.mercadolivre.com.br/MLB-3913480013-casa-terrea-mobiliada-piscina-aquecida-riviera-de-stacristina-xiii-oportunidade-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,309.0,3,3, São Paulo
Casa à venda,Vende-se 3 Imóveis Amplos No Mesmo Terreno. ,600000,Sim,https://casa.mercadolivre.com.br/MLB-3913107301-vende-se-3-imoveis-amplos-no-mesmo-terreno-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,161.0,6,4, São Paulo
Casa à venda,Casa Com Piscina Terra Preta - Mairipora - 30 Minutos De Sp,750000,Sim,https://casa.mercadolivre.com.br/MLB-5200754166-casa-com-piscina-terra-preta-mairipora-30-minutos-de-sp-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,250.0,4,4, São Paulo
Casa à venda,Casa No Centro De Bertioga Perto De Tudo Na Praia Da Enseada,630000,Sim,https://casa.mercadolivre.com.br/MLB-5204035490-casa-no-centro-de-bertioga-perto-de-tudo-na-praia-da-enseada-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,450.0,3,2, São Paulo
Casa à venda,Casa 3 Quartos Condomínio Fechado Vila Parque ,705000,Sim,https://casa.mercadolivre.com.br/MLB-5182397924-casa-3-quartos-condominio-fechado-vila-parque-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,95.0,3,2, São Paulo
Casa à venda,Casa 4 Quartos,590000,Sim,https://casa.mercadolivre.com.br/MLB-5221625582-casa-4-quartos-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,230.0,5,4, Rio Grande Do Sul
Casa à venda,Casa 3 Quartos Sendo 1 Suíte ,470000,Sim,https://casa.mercadolivre.com.br/MLB-5209048088-casa-3-quartos-sendo-1-suite-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,110.0,3,3, Rio De Janeiro
Casa à venda,02 Sobrados Beira Praia Dos Pescadores Itanhaem.  ,1100000,Sim,https://casa.mercadolivre.com.br/MLB-3926172115-02-sobrados-beira-praia-dos-pescadores-itanhaem-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,180.0,4,5, São Paulo
Casa à venda,Casa A Venda Em Arujá - Jardim Rincão ,795000,Sim,https://casa.mercadolivre.com.br/MLB-5181335926-casa-a-venda-em-aruja-jardim-rinco-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,125.0,3,4, São Paulo
Casa à venda,Sobrado Estilo Pousada Em Peruibe,480000,Sim,https://casa.mercadolivre.com.br/MLB-3914854893-sobrado-estilo-pousada-em-peruibe-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,240.0,5,6, São Paulo
Casa à venda,Sobrado Novo No Parque Sao Lucas Fino Acabamento,499000,Sim,https://casa.mercadolivre.com.br/MLB-5213944076-sobrado-novo-no-parque-sao-lucas-fino-acabamento-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,102.0,3,4, São Paulo
Casa à venda,Casa Térrea Em Itanhaém- Avalia Permuta,650000,Sim,https://casa.mercadolivre.com.br/MLB-5212439632-casa-terrea-em-itanhaem-avalia-permuta-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,150.0,5,3, São Paulo
Casa à venda,Casa Térrea Espaçosa ,600000,Sim,https://casa.mercadolivre.com.br/MLB-5195020806-casa-terrea-espacosa-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,95.0,3,2, São Paulo
Casa à venda,Sobrado Em Suzano,580000,Sim,https://casa.mercadolivre.com.br/MLB-3921650273-sobrado-em-suzano-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,250.0,3,3, São Paulo
Casa à venda,Sobrado Com 3 Quartos E 3 Banheiros,430000,Sim,https://casa.mercadolivre.com.br/MLB-5196901608-sobrado-com-3-quartos-e-3-banheiros-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,192.0,3,3, São Paulo
Casa à venda,Casa Em Condomínio De Alto Padrão A 10 Min De São Paulo,1450000,Sim,https://casa.mercadolivre.com.br/MLB-5209027038-casa-em-condominio-de-alto-padro-a-10-min-de-so-paulo-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,260.0,4,4, São Paulo
Casa à venda,Sobrado Comercial Centro São Caetano Do Sul 06 Salas - Goiás,690000,Sim,https://casa.mercadolivre.com.br/MLB-3926067173-sobrado-comercial-centro-so-caetano-do-sul-06-salas-goias-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,134.0,6,3, São Paulo
Casa à venda,Casa Térrea Village Ipanema 1 Araçoiaba Da Serra - Sp,1300000,Sim,https://casa.mercadolivre.com.br/MLB-5184066154-casa-terrea-village-ipanema-1-aracoiaba-da-serra-sp-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,321.0,3,4, São Paulo
Casa à venda,Belo Sobrado Em Regiao Otima,800000,Sim,https://casa.mercadolivre.com.br/MLB-3912251021-belo-sobrado-em-regiao-otima-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,180.0,3,3, São Paulo
Casa à venda,Sobrado Triplex Rua Pública No Abranches Espetacular Imóvel,1390000,Sim,https://casa.mercadolivre.com.br/MLB-5185448008-sobrado-triplex-rua-publica-no-abranches-espetacular-imovel-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,400.0,5,7, Paraná
Casa à venda,Venda De Casa Exclusiva Em Pardinho-sp: Piscina De Borda Infinita E Hidro,1300000,Sim,https://casa.mercadolivre.com.br/MLB-3914348371-venda-de-casa-exclusiva-em-pardinho-sp-piscina-de-borda-infinita-e-hidro-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=cfff7ec4-509d-43aa-bdd4-169bc78b37f9,177.0,3,2, São Paulo
Casa à venda,Casa Vila Lavínia Com Piscina Terreno 5x50,680000,Sim,https://casa.mercadolivre.com.br/MLB-5222336804-casa-vila-lavinia-com-piscina-terreno-5x50-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,120.0,2,1, São Paulo
Casa à venda,"Sobrado Vila Gilda, Santo André, Sp, Excelente Localização, Próximo Ao Centro.",790000,Sim,https://casa.mercadolivre.com.br/MLB-3933983095-sobrado-vila-gilda-santo-andre-sp-excelente-localizaco-proximo-ao-centro-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,120.0,3,3, São Paulo
Casa à venda,Sobrado 4 Dormitorios 4 Banheiros 4 V De Garagen///,1150000,Sim,https://casa.mercadolivre.com.br/MLB-3934906983-sobrado-4-dormitorios-4-banheiros-4-v-de-garagen-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,291.0,4,4, São Paulo
Casa à venda,"Casa Guarujá, Enseada, Sobrado 5 Suítes. Piscina.",1299000,Sim,https://casa.mercadolivre.com.br/MLB-3934206433-casa-guaruja-enseada-sobrado-5-suites-piscina-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,430.0,6,7, São Paulo
Casa à venda,Sobrado À Venda Guaianases Zona Leste Sp - Desocupado,549000,Sim,https://casa.mercadolivre.com.br/MLB-3934064319-sobrado-venda-guaianases-zona-leste-sp-desocupado-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,200.0,5,3, São Paulo
Casa à venda,Casa 600 M2 Próxima Ao Centro Em Ubá ,1200000,Sim,https://casa.mercadolivre.com.br/MLB-5192622788-casa-600-m2-proxima-ao-centro-em-uba-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,600.0,4,5, Minas Gerais
Casa à venda,4 Casas Pra Renda Rgs,500000,Sim,https://casa.mercadolivre.com.br/MLB-3933937683-4-casas-pra-renda-rgs-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,300.0,6,4, São Paulo
Casa à venda,Exclusividade Casa Em Area Privada,960000,Sim,https://casa.mercadolivre.com.br/MLB-5208011930-exclusividade-casa-em-area-privada-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,204.0,3,5, São Paulo
Casa à venda,Casa Em Condomínio Fechado 2 Quartos 2 Suítes,420000,Sim,https://casa.mercadolivre.com.br/MLB-5187414122-casa-em-condominio-fechado-2-quartos-2-suites-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,60.0,2,3, Goiás
Casa à venda,"Excelente Sobrado Para Moradia Ou Renda, Ótima Localização",379000,Sim,https://casa.mercadolivre.com.br/MLB-3929971379-excelente-sobrado-para-moradia-ou-renda-otima-localizaco-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,250.0,5,4, São Paulo
Casa à venda,Casa E Prédio No Mesmo Lote,1250000,Sim,https://casa.mercadolivre.com.br/MLB-5220758344-casa-e-predio-no-mesmo-lote-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,420.0,4,2, Espírito Santo
Casa à venda,Casa Grande Com 3x Quartos. ,550000,Sim,https://casa.mercadolivre.com.br/MLB-5201984514-casa-grande-com-3x-quartos-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,330.0,3,2, São Paulo
Casa à venda,"Casa À Venda No Centro De Iacri, Sp",327000,Sim,https://casa.mercadolivre.com.br/MLB-3928069283-casa-venda-no-centro-de-iacri-sp-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,98.0,2,2, São Paulo
Casa à venda,"Casa Em Ibitinga 2dorm ,sala,cozinha, Banheiro,área Serviço.",155000,Sim,https://casa.mercadolivre.com.br/MLB-5155339484-casa-em-ibitinga-2dorm-salacozinha-banheiroarea-servico-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,50.0,2,1, São Paulo
Casa à venda, Casa No Centro De Arujá ,850000,Sim,https://casa.mercadolivre.com.br/MLB-3912288711-casa-no-centro-de-aruja-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,250.0,3,4, São Paulo
Casa à venda,Imovel Para Renda Propriedade Com 7 Aluguéis,850000,Sim,https://casa.mercadolivre.com.br/MLB-3934187749-imovel-para-renda-propriedade-com-7-alugueis-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,236.0,10,7, São Paulo
Casa à venda,Ninho Verde I Eco Residence,990000,Sim,https://casa.mercadolivre.com.br/MLB-5192636864-ninho-verde-i-eco-residence-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,218.0,3,4, São Paulo
Casa à venda,Casa Térrea | Terreno Na Vila Prudente,563000,Sim,https://casa.mercadolivre.com.br/MLB-3917987249-casa-terrea-terreno-na-vila-prudente-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,150.0,2,2, São Paulo
Casa à venda,Vendo Aceito Proposta Em Tubarão Sc ,220000,Sim,https://casa.mercadolivre.com.br/MLB-5190816960-vendo-aceito-proposta-em-tubaro-sc-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,400.0,3,2, Santa Catarina
Casa à venda,Ótima Casa 3 Dormitórios Em Peruíbe Lado Praia Em Jardim Santa Cruz! $ 250mil Financia,250000,Sim,https://casa.mercadolivre.com.br/MLB-5213135622-otima-casa-3-dormitorios-em-peruibe-lado-praia-em-jardim-santa-cruz-250mil-financia-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,150.0,3,3, São Paulo
Casa à venda,"Edicula Com Piscina, 2 Dorm, Balneário Gaivota, Itanhaém!",250000,Sim,https://casa.mercadolivre.com.br/MLB-5213160850-edicula-com-piscina-2-dorm-balneario-gaivota-itanhaem-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,80.0,2,2, São Paulo
Casa à venda,Casa Nova Com Piscina 2 Dorm.lado Praia Em Itanhaem! 279 Mil,279000,Sim,https://casa.mercadolivre.com.br/MLB-5213160862-casa-nova-com-piscina-2-dormlado-praia-em-itanhaem-279-mil-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,54.0,2,2, São Paulo
Casa à venda,Excelente Casa Com Piscina À 200mts Do Mar! 350mil Financia!,350000,Sim,https://casa.mercadolivre.com.br/MLB-3928532927-excelente-casa-com-piscina-200mts-do-mar-350mil-financia-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,144.0,2,3, São Paulo
Casa à venda,"Casa 2 Dormitórios Lado Praia À 200 Metros Do Mar, No Melhor Pedaço Do Balneário Gaivota, Itanhaém.",350000,Sim,https://casa.mercadolivre.com.br/MLB-5213160824-casa-2-dormitorios-lado-praia-200-metros-do-mar-no-melhor-pedaco-do-balneario-gaivota-itanhaem-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,82.0,2,1, São Paulo
Casa à venda,"Bela Casa Com Jacuzzi, 2 Dorm. Cibratel Itanhaém $ 280 Mil",280000,Sim,https://casa.mercadolivre.com.br/MLB-5213123162-bela-casa-com-jacuzzi-2-dorm-cibratel-itanhaem-280-mil-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,77.0,2,2, São Paulo
Casa à venda,Lindo Sobrado Com Piscina!  Lado Praia! Gaivota Itanhaém!,380000,Sim,https://casa.mercadolivre.com.br/MLB-5213149234-lindo-sobrado-com-piscina-lado-praia-gaivota-itanhaem-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,123.0,4,2, São Paulo
Casa à venda,"Casa Com Piscina Em Condomínio Fechado, Cibratel, Itanhaém $ 230 Mil Financia",230000,Sim,https://casa.mercadolivre.com.br/MLB-5213135574-casa-com-piscina-em-condominio-fechado-cibratel-itanhaem-230-mil-financia-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,50.0,2,2, São Paulo
Casa à venda,"Casa Para Venda, City Bussocaba - Osasco / Sp",1180000,Sim,https://casa.mercadolivre.com.br/MLB-5168063310-casa-para-venda-city-bussocaba-osasco-sp-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,360.0,4,3, São Paulo
Casa à venda,Sobrado Tipo Chalé Alto Padrão Arua Ecopark Mogi Das Cruzes ,1380000,Sim,https://casa.mercadolivre.com.br/MLB-3932259913-sobrado-tipo-chale-alto-padro-arua-ecopark-mogi-das-cruzes-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,270.0,4,5, São Paulo
Casa à venda,Sobrado Villa Deste Cotia Docs Ok P/financiamento,590000,Sim,https://casa.mercadolivre.com.br/MLB-5181336004-sobrado-villa-deste-cotia-docs-ok-pfinanciamento-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,120.0,3,3, São Paulo
Casa à venda,"Vendo Casa 2 Dormitórios, 2 Banheiros, Sala, Ampla Área Exte",280000,Sim,https://casa.mercadolivre.com.br/MLB-3909383327-vendo-casa-2-dormitorios-2-banheiros-sala-ampla-area-exte-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,80.0,2,2, São Paulo
Casa à venda,Magnífica Sobrado De 4 Quartos E Três Suítes,1290000,Sim,https://casa.mercadolivre.com.br/MLB-3910902323-magnifica-sobrado-de-4-quartos-e-trs-suites-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,329.0,4,5, Rio Grande Do Sul
Casa à venda,"Sobrado Com Três Suítes E Garagem Para Quatro Carros, Lavabo",1190000,Sim,https://casa.mercadolivre.com.br/MLB-5192376188-sobrado-com-trs-suites-e-garagem-para-quatro-carros-lavabo-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,212.0,3,4, São Paulo
Casa à venda,Vendo Ou Tróco Casa Em Itanhaen ,750000,Sim,https://casa.mercadolivre.com.br/MLB-5200344794-vendo-ou-troco-casa-em-itanhaen-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,200.0,5,5, São Paulo
Casa à venda,Vende-se Casa,290000,Sim,https://casa.mercadolivre.com.br/MLB-5191424478-vende-se-casa-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,200.0,3,2, São Paulo
Casa à venda,"3 Suítes Mobiliados , Cozinha Moderna, Sala 2 Ambientes",1200000,Sim,https://casa.mercadolivre.com.br/MLB-3921390283-3-suites-mobiliados-cozinha-moderna-sala-2-ambientes-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=87e241b7-27d6-47f7-a421-4630a5ffa369,300.0,4,5, São Paulo
Casa à venda,Vende Casa No Agua Azul Bom Sucesso ,90000,Sim,https://casa.mercadolivre.com.br/MLB-5216413770-vende-casa-no-agua-azul-bom-sucesso-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,125.0,2,1, São Paulo
Casa à venda,"Sobrado Com 3 Dormitórios Três Banheiros, Com Um Acabamento Impecável. Ambientes Internos Amplos E Bem Iluminados.",600000,Sim,https://casa.mercadolivre.com.br/MLB-3930323657-sobrado-com-3-dormitorios-trs-banheiros-com-um-acabamento-impecavel-ambientes-internos-amplos-e-bem-iluminados-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,175.0,3,3, São Paulo
Casa à venda,"Sobrado Com 3 Dormitórios, Sendo 1 Suíte. Todos Os Ambientes Com Ar Condicionado Quente/frio. Casa Com Móveis Planejados, Sala Ampla E Garagem Para Dois Automóveis. ",650000,Sim,https://casa.mercadolivre.com.br/MLB-3934715541-sobrado-com-3-dormitorios-sendo-1-suite-todos-os-ambientes-com-ar-condicionado-quentefrio-casa-com-moveis-planejados-sala-ampla-e-garagem-para-dois-automoveis-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,146.0,3,3, São Paulo
Casa à venda,"Casa Nova, Setor Iate, 167m² Térrea, Financiamento!",1250000,Sim,https://casa.mercadolivre.com.br/MLB-3933632579-casa-nova-setor-iate-167m-terrea-financiamento-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,167.0,3,4, São Paulo
Casa à venda,"Casa Com Dois Terrenos, Oportunidade Única!!!",170000,Sim,https://casa.mercadolivre.com.br/MLB-3932451913-casa-com-dois-terrenos-oportunidade-unica-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,566.0,2,1, Rio Grande Do Sul
Casa à venda,Casa Cidade Dutra - Prox Papini,800000,Sim,https://casa.mercadolivre.com.br/MLB-5219275770-casa-cidade-dutra-prox-papini-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,180.0,2,2, São Paulo
Casa à venda,Casa A 600mts Do Mar Meia Praia Itapema,1550000,Sim,https://casa.mercadolivre.com.br/MLB-5221869390-casa-a-600mts-do-mar-meia-praia-itapema-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,120.0,4,3, Santa Catarina
Casa à venda,Casa Com Piscina À Venda Na Deslumbrante Praia De Peruíbe.,780000,Sim,https://casa.mercadolivre.com.br/MLB-3918200611-casa-com-piscina-venda-na-deslumbrante-praia-de-peruibe-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,141.0,3,3, São Paulo
Casa à venda,"Sobrado Em Condomínio De 2 Dormitórios, Sala, Cozinha, Garagem, R$ 340 Mil, Ocian, Praia Grande. (sb0050)",340000,Sim,https://casa.mercadolivre.com.br/MLB-5220568866-sobrado-em-condominio-de-2-dormitorios-sala-cozinha-garagem-r-340-mil-ocian-praia-grande-sb0050-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=d221ee5a-ee42-4848-8f80-646e40bd4923,58.0,2,2, São Paulo
